 distance P2O231NTf2_custom_CLPOL distance P2O231NTf2_LINEAR_custom_CLPOL distance P2O231TCB_custom_CLPOL distance P2O231TCB_LINEAR_custom_CLPOL distance P5551NTf2_custom_CLPOL distance P5551TCB_custom_CLPOL
 0.000539750035 0.000364044303 0.000533400045 0.000344514207 0.000812799961 4.98022064e-06 0.000914400036 1.95302704e-07 0.000533400045 3.56427518e-05 0.000781050068 0.0
 0.000548250042 0.000295297767 0.000541800051 0.000310336181 0.000825599942 2.73423848e-06 0.000928800029 0.0 0.000541800051 2.70494329e-05 0.000793350046 0.0
 0.000556750048 0.000236316337 0.000550200057 0.000259752764 0.000838399981 1.85537613e-06 0.000943200022 9.76513519e-08 0.000550200057 2.45104966e-05 0.000805650081 0.0
 0.000565250055 0.000195107466 0.000558600063 0.0002239147 0.000851199962 1.36711924e-06 0.000957600016 0.0 0.000558600063 1.56242204e-05 0.000817950058 0.0
 0.000573750061 0.000147941842 0.000567000068 0.000183975266 0.000863999943 8.78862409e-07 0.000972000009 0.0 0.000567000068 1.40617985e-05 0.000830250094 0.0
 0.00058225001 0.000123724298 0.000575400074 0.000157414077 0.000876799983 9.76513775e-07 0.000986399944 0.0 0.000575400074 1.01557434e-05 0.000842550071 0.0
 0.000590750016 0.00010233865 0.000583800022 0.000127923355 0.000889599964 9.76513803e-08 0.00100079994 0.0 0.000583800022 8.39801851e-06 0.000854850048 0.0
 0.000599250023 7.60704206e-05 0.000592200027 0.0001065377 0.000902399945 3.90605521e-07 0.00101519993 0.0 0.000592200027 5.76143157e-06 0.000867150084 0.0
 0.000607750029 6.42546074e-05 0.000600600033 9.26712019e-05 0.000915199926 1.95302761e-07 0.00102959992 0.0 0.000600600033 4.39431233e-06 0.000879450061 0.0
 0.000616250036 5.04857599e-05 0.000609000039 7.69493126e-05 0.000927999965 1.95302761e-07 0.00104400003 0.0 0.000609000039 2.92954132e-06 0.000891750096 0.0
 0.000624750042 3.92558541e-05 0.000617400045 6.67935674e-05 0.000940799946 0.0 0.00105840003 0.0 0.000617400045 2.34363324e-06 0.000904050074 0.0
 0.000633250049 3.19320025e-05 0.00062580005 5.68331234e-05 0.000953599927 0.0 0.00107280002 0.0 0.00062580005 1.66007339e-06 0.000916350051 0.0
 0.000641750055 2.49987534e-05 0.000634200056 4.31619264e-05 0.000966399966 0.0 0.00108720001 0.0 0.000634200056 1.36711935e-06 0.000928650086 0.0
 0.000650250062 2.06044406e-05 0.000642600062 3.45686021e-05 0.000979199889 0.0 0.00110160001 0.0 0.000642600062 8.78862409e-07 0.000940950064 0.0
 0.00065875001 1.68936876e-05 0.000651000068 2.77330037e-05 0.00099199987 9.76513803e-08 0.001116 0.0 0.000651000068 3.90605521e-07 0.000953250099 0.0
 0.000667250017 1.37688439e-05 0.000659400073 2.17762645e-05 0.00100479985 0.0 0.00113039999 0.0 0.000659400073 4.88256887e-07 0.000965550076 0.0
 0.000675750023 9.96044128e-06 0.000667800021 1.79678609e-05 0.00101759983 0.0 0.00114479999 0.0 0.000667800021 6.83559676e-07 0.000977850053 0.0
 0.00068425003 8.49567004e-06 0.000676200027 1.41594555e-05 0.00103039993 0.0 0.00115919998 0.0 0.000676200027 2.92954155e-07 0.000990150031 0.0
 0.000692750036 6.93324773e-06 0.000684600032 1.44524092e-05 0.00104319991 0.0 0.00117359997 0.0 0.000684600032 1.95302761e-07 0.00100245012 0.0
 0.000701250043 5.56612849e-06 0.000693000038 1.08393078e-05 0.00105599989 0.0 0.00118799997 0.0 0.000693000038 0.0 0.0010147501 0.0
 0.000709750049 4.00370664e-06 0.000701400044 6.24969061e-06 0.00106879987 0.0 0.00120239996 0.0 0.000701400044 9.76513803e-08 0.00102705008 0.0
 0.000718250056 3.02719286e-06 0.00070980005 5.27317661e-06 0.00108159985 0.0 0.00121679995 0.0 0.00070980005 9.76513803e-08 0.00103935006 0.0
 0.000726750062 2.63658717e-06 0.000718200055 4.10135954e-06 0.00109439983 0.0 0.00123119995 0.0 0.000718200055 0.0 0.00105165003 0.0
 0.000735250011 1.26946793e-06 0.000726600061 3.41779946e-06 0.00110719993 0.0 0.00124559994 0.0 0.000726600061 0.0 0.00106395013 0.0
 0.000743750017 1.85537613e-06 0.000735000067 2.92954246e-06 0.00111999991 0.0 0.00126000005 0.0 0.000735000067 0.0 0.0010762501 0.0
 0.000752250024 1.0741652e-06 0.000743400073 1.85537704e-06 0.00113279989 0.0 0.00127440004 0.0 0.000743400073 0.0 0.00108855008 0.0
 0.00076075003 4.88256887e-07 0.000751800078 1.36711981e-06 0.00114559988 0.0 0.00128880003 0.0 0.000751800078 0.0 0.00110085006 0.0
 0.000769250037 2.92954127e-07 0.000760200026 1.07416554e-06 0.00115839986 0.0 0.00130320003 0.0 0.000760200026 0.0 0.00111315004 0.0
 0.000777750043 3.90605521e-07 0.000768600032 9.76514229e-07 0.00117119984 0.0 0.00131760002 0.0 0.000768600032 0.0 0.00112545013 0.0
 0.00078625005 1.95302761e-07 0.000777000037 6.83559904e-07 0.00118399994 0.0 0.00133200001 0.0 0.000777000037 0.0 0.00113775011 0.0
 0.000794750056 4.88256887e-07 0.000785400043 7.81211327e-07 0.00119679992 0.0 0.00134640001 0.0 0.000785400043 0.0 0.00115005008 0.0
 0.000803250063 3.90605521e-07 0.000793800049 1.95302832e-07 0.0012095999 0.0 0.0013608 0.0 0.000793800049 0.0 0.00116235006 0.0
 0.000811750069 0.0 0.000802200055 5.85908481e-07 0.00122239988 0.0 0.00137519999 0.0 0.000802200055 0.0 0.00117465016 0.0
 0.000820250018 9.76513803e-08 0.000810600061 9.76514158e-08 0.00123519986 0.0 0.00138959999 0.0 0.000810600061 0.0 0.00118695013 0.0
 0.000828750024 0.0 0.000819000066 9.76514158e-08 0.00124799984 0.0 0.00140399998 0.0 0.000819000066 0.0 0.00119925011 0.0
 0.000837250031 0.0 0.000827400072 0.0 0.00126079982 0.0 0.00141839997 0.0 0.000827400072 0.0 0.00121155009 0.0
 0.000845750037 0.0 0.000835800078 0.0 0.00127359992 0.0 0.00143279997 0.0 0.000835800078 0.0 0.00122385006 0.0
